f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14
0.46602684,-0.12678602,0.0038328604,0.38342255,0.3100446,-0.6540864,0.2560362,0.004797013,0.020403998,-0.00051156845,0.0,0.014812141,0.0,0.0014337178,0.0
0.25898358,0.16056429,0.0015502797,-0.5117361,-0.8620738,-0.53227544,0.029909853,0.0045341733,0.012776376,-2.1828835e-05,0.0,0.004927111,0.0,-0.0018091134,0.0
-0.09366324,0.1089678,-0.007839136,0.41888604,0.31306896,0.45024142,0.22582546,-0.020722909,0.018575493,-0.00051156845,0.0,0.007623834,0.0,-0.0005275163,0.0
0.252356,-0.008723919,0.0044349693,-0.1929318,-0.43337172,0.46591863,-0.21900302,0.02585035,0.011973486,-0.00051156845,0.0,0.017104767,0.0,0.00030077685,0.0
0.3537602,0.003643738,0.00036037434,0.4242995,0.2633767,-0.052071355,0.18341768,-0.056325644,0.012776376,-0.00051156845,0.0,0.019815063,0.0,0.00030129316,0.0
-0.09942177,0.18460152,-2.555491e-05,0.4509359,0.31174242,0.6236029,0.22944479,-0.0319591,-0.018544592,-0.00051156845,0.0,-0.060005084,0.0,0.000326789,0.0
-0.12581371,0.14575547,-0.011843158,-0.96184313,-2.0280106,-0.44066453,0.1736849,-0.021959307,0.01557319,-2.1828835e-05,0.0,-0.11895828,0.0,0.0011377769,0.0
0.37390822,0.085173324,0.0036310516,0.5037983,0.31984073,0.83052087,0.25614512,-0.006819633,-0.013265147,0.00176687,0.0,0.007367247,0.0,0.0005098363,0.0
-0.06969731,0.09673517,0.0044339783,0.4640128,0.31151146,0.81257075,0.22860454,-0.019240163,-0.013265147,-0.00051156845,0.0,0.004856727,0.0,-0.0005275163,0.0
0.3230814,0.03142411,-0.009675569,0.466248,0.31801862,0.52633625,-0.031242162,0.038645145,-0.013265147,0.00176687,0.0,0.0049696737,0.0,0.00032164494,0.0
-0.048078883,0.015568944,-0.0052188537,0.4662241,0.3117015,0.88483745,0.2698851,-0.013007603,-0.013265147,-0.00051156845,0.0,-0.11763212,0.0,0.00031633663,0.0
0.32480788,-0.0028596146,0.040391635,-0.12878354,-0.277592,-0.6929037,-0.19080661,0.023866776,-0.011844646,-0.00051156845,0.0,-0.09128271,0.0,-0.001815481,0.0
0.16027422,0.061196174,0.013247198,0.4572429,0.29541388,0.71330994,-0.13324113,-0.05593577,0.011973486,-0.00051156845,0.0,0.00288314,0.0,-0.00080289785,0.0
-0.07496941,0.08604067,-0.007910571,0.41910732,0.3121331,0.45493412,0.241613,0.0055814427,-0.013265147,-0.00051156845,0.0,0.0059528355,0.0,0.0005098363,0.0
-0.077652924,-0.11615303,0.0005427645,0.45873085,0.289176,0.7175965,0.15882237,-0.01847464,0.026203116,-0.00051156845,0.0,0.02251002,0.0,-0.00095499214,0.0
0.17311464,-0.060380585,0.0030489438,0.33662662,0.25015908,-0.40998405,-0.6903347,0.0034754793,0.011973486,-0.00051156845,0.0,0.018831905,0.0,-0.0050772554,0.0
0.19317304,0.18696025,0.008495593,0.3727439,0.31058592,0.24006952,0.24775599,0.107056685,0.012776376,-0.00051156845,0.0,0.0003901699,0.0,-0.00080289785,0.0
-0.03886688,0.017633945,0.006257496,0.29130384,0.29425544,-0.8937127,-0.496098,0.045451257,-0.017498903,0.00176687,0.0,0.020918086,0.0,0.018069878,0.0
0.41518247,0.029983226,0.002866927,0.5037307,0.30959508,0.9965613,0.080535114,-0.04724437,0.012776376,-0.00051156845,0.0,0.0136704855,0.0,0.00031633663,0.0
0.44754976,0.020731281,0.005782665,0.35451058,0.2873944,-0.77712643,-0.20590979,-0.024163816,0.011973486,-0.00051156845,0.0,0.018831905,0.0,-0.0015355061,0.0
-0.048784025,-0.022344172,-0.00075051375,0.280762,0.29996046,-0.81354994,-0.43860903,-0.031220032,-0.011844646,-0.00051156845,0.0,-0.15285444,0.0,0.014586281,0.0
-0.08896157,0.020362321,0.005680144,0.38070565,0.27722567,0.75070065,-0.5015233,-0.010859911,-0.01712409,-0.00051156845,0.0,0.014885566,0.0,0.0032667755,0.0
-0.3306279,-0.009577505,-0.002735585,-0.9983673,-1.6149763,-0.38238573,0.10744625,0.013950102,-0.024593115,0.00061280857,0.0,0.010450681,0.0,-0.001808101,0.0
-0.35308504,-0.14171349,0.008014447,-0.67190284,-1.4096484,-0.4628114,0.15622067,-0.017264206,0.03271771,-2.1828835e-05,0.0,0.018797863,0.0,-0.0022411824,0.0
-0.079432815,0.0042276187,-0.0052188537,0.4449967,0.30720156,0.8384539,0.03409933,-0.061433785,-0.013265147,-0.00051156845,0.0,-0.10051618,0.0,-0.00051731727,0.0
-0.048370525,-0.053724602,0.0031203786,0.31055805,0.24880835,-0.4176848,-0.6631453,-0.0057387133,0.017772604,-0.00051156845,0.0,0.020502903,0.0,-0.0050818487,0.0
0.27977303,0.11525859,-2.4120905e-05,0.3968086,0.24179637,-0.082746446,-0.110755265,0.033503056,-0.011844646,-0.00051156845,0.0,-0.014888042,0.0,0.0004947928,0.0
-0.0868386,-0.057391677,0.0031646253,0.3698201,0.2733516,0.44917053,-0.58253855,0.002745909,-0.026213655,0.00176687,0.0,0.019711426,0.0,0.0030785843,0.0
0.45295995,0.10684804,0.0040090317,0.360107,0.29907286,-0.8435873,0.24304375,0.010994518,0.012776376,-0.00051156845,0.0,0.0114367455,0.0,0.0011481926,0.0
-0.10631354,0.02437552,0.004843943,0.44235167,0.29399925,1.0277025,-0.0048102993,-0.00034526893,0.012776376,-0.00051156845,0.0,0.0136704855,0.0,-0.00052191067,0.0
-0.075256184,0.12347603,0.0019274255,0.37606305,0.32176843,0.28700688,0.21295547,0.007148678,-0.013265147,0.00176687,0.0,0.0056871837,0.0,0.00051498035,0.0
-0.029489087,0.0016171316,-0.0037707323,0.3696859,0.28258306,0.17869504,-0.02930567,-0.03232666,-0.011844646,-0.00051156845,0.0,-0.15285444,0.0,0.00031174556,0.0
-0.091032535,0.13886736,0.00095554924,0.30685157,0.30650914,-0.81543297,0.14467867,0.019483387,-0.013265147,0.00176687,0.0,0.0011216941,0.0,0.0011533366,0.0
-0.07773802,0.013492642,0.00043180923,0.41798395,0.31510165,0.4710115,0.21897225,0.06089709,-0.013265147,0.00176687,0.0,0.019041833,0.0,0.0003214807,0.0
0.31700796,0.02884976,0.0043150485,0.4008755,0.29095104,0.4290603,-0.49991217,-0.053976893,-0.011844646,0.00176687,0.0,0.013407826,0.0,0.0030787487,0.0
0.21904515,0.07113226,0.004669208,-0.81105477,-1.4107552,0.019548222,-0.04542114,-0.03527697,0.011973486,-2.1828835e-05,0.0,0.004927111,0.0,0.00029104168,0.0
0.23435462,-0.12926897,0.009805566,-0.12599349,-0.7679686,-0.66877204,0.16629495,0.016332913,0.020403998,-0.00051156845,0.0,0.018653529,0.0,-0.0022365889,0.0
-0.029166218,-0.06999453,0.006490165,-0.10960411,-0.2027771,-0.26331586,-0.5584794,0.0092755165,0.011973486,-0.00051156845,0.0,0.010955671,0.0,0.0032517319,0.0
-0.0648013,0.15924391,-0.00021691096,0.34130922,0.26880574,-0.24946877,0.14370272,0.03825806,-0.013265147,-0.00051156845,0.0,-0.014888042,0.0,-0.0007966934,0.0
-0.049469244,0.04959693,0.0080262255,-0.3420564,-0.15081088,0.4873125,-0.024257269,-0.005170447,-0.011844646,0.00176687,0.0,0.0126940925,0.0,0.00051498035,0.0
0.2907808,-0.10516165,0.0004802954,-0.3700507,-0.21794336,0.40993455,0.10930107,0.0620529,0.020403998,-0.00051156845,0.0,0.019608216,0.0,0.00031633663,0.0
-0.06362597,-0.006256779,0.0087226,-0.5858286,-0.9033911,-0.4941014,0.0034795,0.0110502895,0.011973486,-2.1828835e-05,0.0,0.009995755,0.0,0.0011324686,0.0
0.25117263,0.0635283,0.0004802954,-0.33371365,-0.19916536,0.39885506,-0.023650026,0.010942618,0.012776376,-0.00051156845,0.0,0.009121941,0.0,0.0005098363,0.0
-0.0641905,0.089184776,0.002749729,0.45605734,0.31152552,0.6813116,0.2535669,0.003506103,-0.013265147,0.00176687,0.0,0.005605812,0.0,-0.00080289785,0.0
0.2581405,0.096300304,-0.0071227862,0.3601338,0.29531,-0.5753625,0.26131624,-0.026738338,0.012776376,-0.00051156845,0.0,0.0056871837,0.0,0.00030660146,0.0
-0.012510324,0.02600605,0.0031114127,-0.44287363,-0.7760941,-0.50959736,-0.47670344,0.01993217,0.019490601,-0.00051156845,0.0,0.020430848,0.0,-0.02812778,0.0
-0.06252329,-0.15723404,0.009805566,-0.47982347,-0.89224595,-0.60195094,0.11372444,-0.022194583,-0.026765788,-2.1828835e-05,0.0,0.012654223,0.0,-0.001808101,0.0
0.2817859,0.030787524,0.0044419463,0.39918205,0.28289786,0.15993562,-0.10298628,0.005979952,-0.011844646,-0.00051156845,0.0,0.0011216941,0.0,0.0005098363,0.0
-0.06280911,0.10234689,0.006046377,0.30472052,0.28929505,-0.862847,-0.2371828,0.03906376,-0.011844646,-0.00051156845,0.0,-0.014888042,0.0,0.0011533366,0.0
0.31095842,-0.0018810353,0.0031021563,0.3640005,0.2957744,0.18664694,-0.44167727,-0.024749452,0.011973486,-0.00051156845,0.0,0.018831905,0.0,0.000953129,0.0
-0.08769304,0.014513289,0.00045828678,0.45006776,0.30950233,0.6846495,0.22889985,0.00023591891,0.018575493,-0.00051156845,0.0,0.019204406,0.0,-0.00080749125,0.0
0.13574627,0.08420471,0.0040798187,0.46993345,0.31558374,0.79765874,0.24446936,-0.016935794,-0.013265147,0.00176687,0.0,0.011659901,0.0,0.00032164494,0.0
0.36994386,0.23117857,-0.001429803,0.43486914,0.30968344,0.3972331,0.10135743,0.034284197,-0.013265147,-0.00051156845,0.0,-0.010896518,0.0,-0.00080289785,0.0
-0.074949466,0.019766495,0.00036037434,0.41292694,0.31214195,0.46808445,0.20565447,0.0014771854,-0.013265147,-0.00051156845,0.0,0.017525852,0.0,0.00051498035,0.0
0.15265031,0.04136535,0.0032220776,-0.25682667,-0.15446122,0.49447873,-0.28871897,0.007086973,-0.011844646,0.00176687,0.0,0.009121941,0.0,0.0011466288,0.0
-0.35239312,-0.1832736,-0.00085839344,0.2935947,0.28989056,-0.90140116,0.1029397,-0.0521513,0.03271771,-0.00051156845,0.0,0.019977525,0.0,0.0012506705,0.0
-0.15794751,0.21279396,0.0006423085,0.33864442,0.2838089,-0.42607597,0.23909602,-0.035939842,-0.024593115,-0.00051156845,0.0,-0.08938724,0.0,0.00031174556,0.0
-0.077408165,0.015256178,0.0037940913,-0.11032127,-0.50335956,-0.72943145,0.16572294,0.03255525,0.018575493,-0.00051156845,0.0,0.02149283,0.0,0.0009495856,0.0
-0.46989477,0.027403789,0.0033581536,-0.3962427,-0.21931542,0.43725395,0.17499998,-0.01372586,-0.024593115,0.00176687,0.0,0.015327351,0.0,0.0004994206,0.0
